Euromillions
Past Draws Results Year 2016
Date              	1  	2  	3  	4  	5  	Star1 	Star2 	
09 February 2016  	06 	09 	13 	28 	37 	04    	05    	
05 February 2016  	03 	27 	32 	41 	46 	04    	08    	
02 February 2016  	06 	09 	10 	21 	36 	02    	06    	
29 January 2016   	01 	05 	23 	29 	32 	01    	07    	
26 January 2016   	15 	24 	38 	40 	48 	02    	09    	
22 January 2016   	10 	12 	27 	30 	47 	08    	09    	
19 January 2016   	02 	30 	38 	43 	46 	02    	07    	
15 January 2016   	10 	19 	38 	43 	46 	01    	11    	
12 January 2016   	01 	02 	10 	30 	44 	01    	08    	
08 January 2016   	05 	26 	33 	35 	40 	03    	08    	
05 January 2016   	06 	10 	31 	36 	39 	06    	10    	
01 January 2016   	04 	37 	38 	39 	44 	04    	07    	
